Player,Agents,Kills,Deaths,Assists,Average Damage Per Round,Assists Per Round,Kills Per Round,First Kills,First Deaths,simple_score
benjyfishy,viper,20,10,4,172.0,0.2,1.0,1,2,2.7199999999999998
benjyfishy,"cypher, viper",35,22,7,155.0,0.18,0.9,2,5,2.13
Wo0t,fade,16,14,11,159.0,0.55,0.8,4,3,2.6400000000000006
Wo0t,iso,17,13,4,143.0,0.21,0.89,3,2,2.33
Wo0t,"fade, iso",33,27,15,151.0,0.38,0.85,7,5,2.24
RieNs,gekko,15,13,5,130.0,0.25,0.75,0,2,2.0999999999999996
RieNs,sova,18,12,3,189.0,0.16,0.95,0,0,3.0
RieNs,"gekko, sova",33,25,8,159.0,0.21,0.85,0,2,2.45
MiniBoo,raze,11,11,3,102.0,0.15,0.55,3,4,1.3200000000000003
MiniBoo,yoru,11,14,1,95.0,0.05,0.58,3,4,1.1800000000000002
MiniBoo,"raze, yoru",22,25,4,98.0,0.1,0.56,6,8,0.8400000000000001
Kicks,brimstone,11,19,13,91.0,0.57,0.48,3,2,1.76
Kicks,harbor,8,20,5,85.0,0.25,0.4,0,1,1.4
Kicks,omen,16,17,11,134.0,0.46,0.67,2,1,2.37
Kicks,"brimstone, harbor, omen",35,56,29,105.0,0.43,0.52,5,4,1.6
UNFAKE,fade,13,17,7,122.0,0.29,0.54,1,1,1.9499999999999997
UNFAKE,gekko,8,19,4,84.0,0.17,0.35,1,3,1.0599999999999998
UNFAKE,sova,8,17,2,89.0,0.1,0.4,0,3,1.09
UNFAKE,"fade, gekko, sova",29,53,13,99.0,0.19,0.43,2,7,0.9099999999999998
Derke,jett,12,16,2,119.0,0.1,0.6,0,3,1.5899999999999999
Derke,raze,41,32,7,165.0,0.15,0.87,5,4,2.27
Derke,"jett, raze",53,48,9,151.0,0.13,0.79,5,7,1.73
KovaQ,killjoy,5,20,3,60.0,0.15,0.25,3,6,0.3999999999999999
KovaQ,skye,16,16,3,127.0,0.13,0.7,5,3,1.8
KovaQ,vyse,23,14,3,148.0,0.13,0.96,2,3,2.2699999999999996
KovaQ,"killjoy, skye, vyse",44,50,9,114.0,0.13,0.66,10,12,0.7299999999999998
Less,viper,59,45,15,152.0,0.22,0.88,7,8,1.82
sociablEE,chamber,18,20,2,149.0,0.08,0.75,3,2,2.1199999999999997
sociablEE,omen,27,28,17,130.0,0.4,0.63,6,6,1.73
sociablEE,"chamber, omen",45,48,19,137.0,0.28,0.67,9,8,1.5200000000000002
MAGNUM,deadlock,18,16,5,136.0,0.21,0.75,0,3,2.0200000000000005
MAGNUM,fade,15,13,8,98.0,0.35,0.65,1,3,1.68
MAGNUM,killjoy,20,10,1,158.0,0.05,1.0,3,0,2.63
MAGNUM,"deadlock, fade, killjoy",53,39,14,129.0,0.21,0.79,4,6,1.69
Jamppi,fade,10,21,4,77.0,0.17,0.42,3,3,1.0599999999999998
Jamppi,gekko,15,14,9,113.0,0.39,0.65,1,1,2.07
Jamppi,sova,10,9,8,125.0,0.4,0.5,0,0,2.15
Jamppi,"fade, gekko, sova",35,44,21,104.0,0.31,0.52,4,4,1.4700000000000002
LewN,jett,24,13,2,214.0,0.1,1.2,6,2,3.24
LewN,raze,17,19,3,132.0,0.13,0.71,5,2,1.9600000000000002
LewN,yoru,26,16,4,190.0,0.17,1.13,5,3,2.8999999999999995
LewN,"jett, raze, yoru",67,48,9,176.0,0.13,1.0,16,7,2.1899999999999995
PROFEK,omen,15,16,7,122.0,0.29,0.63,1,2,1.9399999999999997
PROFEK,viper,37,25,5,151.0,0.12,0.86,4,2,2.29
PROFEK,"omen, viper",52,41,12,140.0,0.18,0.78,5,4,1.96
Elite,cypher,33,36,11,140.0,0.23,0.7,5,2,2.13
saadhak,fade,9,18,7,103.0,0.33,0.43,1,1,1.69
saadhak,sova,15,20,3,92.0,0.12,0.58,1,5,1.12
saadhak,"fade, sova",24,38,10,97.0,0.21,0.51,2,6,1.0899999999999999
SUYGETSU,omen,29,38,20,115.0,0.43,0.62,2,3,1.9000000000000001
Avez,phoenix,20,19,11,152.0,0.42,0.77,2,2,2.51
Avez,yoru,15,18,1,130.0,0.05,0.71,4,4,1.6600000000000001
Avez,"phoenix, yoru",35,37,12,142.0,0.26,0.74,6,6,1.8199999999999998
marteen,waylay,16,16,2,138.0,0.1,0.76,2,5,1.7399999999999998
marteen,yoru,24,21,2,156.0,0.08,0.92,5,3,2.26
marteen,"waylay, yoru",40,37,4,148.0,0.09,0.85,7,8,1.6199999999999999
OLIZERA,cypher,26,27,5,127.0,0.13,0.68,5,5,1.58
OLIZERA,vyse,20,15,3,158.0,0.14,0.91,0,2,2.4299999999999997
OLIZERA,"cypher, vyse",46,42,8,139.0,0.13,0.77,5,7,1.5899999999999999
MOLSI,fade,11,14,13,108.0,0.59,0.5,1,1,2.07
MOLSI,sova,27,31,8,149.0,0.21,0.71,3,1,2.31
MOLSI,"fade, sova",38,45,21,134.0,0.35,0.63,4,2,2.12
penny,jett,7,15,3,99.0,0.18,0.41,1,5,1.08
penny,neon,15,16,7,145.0,0.33,0.71,4,1,2.39
penny,raze,22,13,4,160.0,0.18,1.0,4,3,2.4800000000000004
penny,"jett, neon, raze",44,44,14,138.0,0.23,0.73,9,9,1.44
AvovA,omen,32,42,28,100.0,0.47,0.53,0,3,1.7
batujnax,yoru,33,48,18,108.0,0.3,0.55,6,15,0.43000000000000016
Minny,deadlock,16,12,4,123.0,0.19,0.76,2,2,1.9799999999999998
Minny,killjoy,20,30,4,104.0,0.09,0.47,3,5,1.1
Minny,"deadlock, killjoy",36,42,8,110.0,0.13,0.56,5,7,1.0899999999999999
Veqaj,fade,18,12,9,165.0,0.43,0.86,2,0,2.94
Veqaj,sova,24,31,17,118.0,0.4,0.56,1,3,1.84
Veqaj,"fade, sova",42,43,26,133.0,0.41,0.66,3,3,2.1000000000000005
ComeBack,jett,15,21,2,103.0,0.08,0.58,6,4,1.29
ComeBack,neon,32,25,9,141.0,0.24,0.84,6,7,1.79
ComeBack,"jett, neon",47,46,11,125.0,0.17,0.73,12,11,1.0499999999999998
kamyk,kayo,22,23,14,161.0,0.54,0.85,7,2,2.8
kamyk,viper,29,24,6,132.0,0.16,0.76,3,4,1.8400000000000003
kamyk,"kayo, viper",51,47,20,144.0,0.31,0.8,10,6,1.9499999999999997
Proxh,omen,36,41,26,103.0,0.41,0.56,2,5,1.5
SUYGETSU,astra,24,15,11,174.0,0.39,0.86,0,1,2.89
SUYGETSU,omen,42,33,18,139.0,0.35,0.81,1,2,2.3499999999999996
SUYGETSU,"astra, omen",66,48,29,152.0,0.36,0.83,1,3,2.41
saadhak,cypher,27,34,16,116.0,0.31,0.52,4,6,1.39
saadhak,deadlock,16,21,7,108.0,0.25,0.57,4,4,1.5
saadhak,"cypher, deadlock",43,55,23,113.0,0.29,0.54,8,10,0.96
pyrolll,fade,9,18,6,62.0,0.23,0.35,2,1,1.0999999999999999
pyrolll,sova,8,17,3,67.0,0.12,0.31,0,1,1.0
pyrolll,vyse,22,21,2,140.0,0.07,0.79,1,4,1.8599999999999999
pyrolll,"fade, sova, vyse",39,56,11,91.0,0.14,0.49,3,6,0.94
Avez,gekko,16,23,5,124.0,0.18,0.57,1,2,1.79
Avez,phoenix,18,20,8,119.0,0.31,0.69,3,2,1.99
Avez,raze,18,21,2,134.0,0.08,0.69,4,8,1.3099999999999998
Avez,"gekko, phoenix, raze",52,64,15,125.0,0.19,0.65,8,12,0.8899999999999997
marteen,yoru,72,53,19,162.0,0.24,0.9,18,11,1.6600000000000001
Boaster,astra,11,8,3,100.0,0.17,0.61,2,3,1.48
Boaster,omen,12,12,7,105.0,0.3,0.52,0,4,1.4700000000000002
Boaster,"astra, omen",23,20,10,103.0,0.24,0.56,2,7,1.13
crashies,fade,28,22,15,110.0,0.37,0.68,4,4,1.7500000000000004
Alfajer,killjoy,21,14,5,159.0,0.22,0.91,2,0,2.72
Alfajer,tejo,16,9,4,165.0,0.22,0.89,3,1,2.6599999999999997
Alfajer,"killjoy, tejo",37,23,9,162.0,0.22,0.9,5,1,2.64
kaajak,raze,49,25,10,220.0,0.24,1.2,8,5,3.14
Chronicle,viper,27,24,12,129.0,0.29,0.66,2,3,1.9400000000000002
kamyk,breach,15,13,10,92.0,0.45,0.68,0,0,2.0500000000000003
kamyk,kayo,20,16,13,126.0,0.57,0.87,0,3,2.4000000000000004
kamyk,viper,15,15,5,157.0,0.29,0.88,0,1,2.64
kamyk,"breach, kayo, viper",50,44,28,122.0,0.45,0.81,0,4,2.08
Minny,deadlock,6,14,4,80.0,0.24,0.35,1,4,0.9900000000000001
Minny,killjoy,19,20,9,172.0,0.39,0.83,3,2,2.7399999999999998
Minny,viper,20,12,6,184.0,0.27,0.91,3,2,2.8200000000000003
Minny,"deadlock, killjoy, viper",45,46,19,151.0,0.31,0.73,7,8,1.7499999999999998
Veqaj,fade,10,16,3,112.0,0.18,0.59,2,2,1.6900000000000002
Veqaj,sova,25,31,9,112.0,0.2,0.56,3,8,1.08
Veqaj,"fade, sova",35,47,12,112.0,0.19,0.56,5,10,0.8700000000000001
ComeBack,jett,22,16,3,167.0,0.13,0.96,3,4,2.36
ComeBack,neon,32,31,7,140.0,0.18,0.82,6,9,1.5
ComeBack,"jett, neon",54,47,10,150.0,0.16,0.87,9,13,1.2300000000000002
Proxh,omen,35,46,26,102.0,0.42,0.56,3,3,1.7
Flickless,breach,6,16,6,84.0,0.38,0.38,0,3,1.3
Flickless,kayo,8,16,13,89.0,0.65,0.4,1,1,1.8399999999999999
Flickless,"breach, kayo",14,32,19,86.0,0.53,0.39,1,4,1.38
westside,cypher,24,28,5,116.0,0.14,0.67,2,2,1.77
ara,jett,12,16,2,127.0,0.1,0.6,3,6,1.3699999999999999
ara,neon,6,15,1,64.0,0.06,0.38,1,5,0.5800000000000001
ara,"jett, neon",18,31,3,99.0,0.08,0.5,4,11,0.46999999999999975
grubinho,omen,23,28,10,118.0,0.28,0.64,0,5,1.6
Cloud,sova,18,28,9,109.0,0.25,0.5,3,4,1.44
AvovA,brimstone,11,17,8,114.0,0.44,0.61,1,1,2.09
AvovA,omen,15,14,6,101.0,0.26,0.65,1,1,1.8199999999999998
AvovA,"brimstone, omen",26,31,14,106.0,0.34,0.63,2,2,1.8300000000000003
batujnax,fade,23,34,10,117.0,0.24,0.56,4,3,1.67
MOLSI,gekko,9,17,4,92.0,0.22,0.5,1,2,1.4400000000000002
MOLSI,raze,10,19,2,89.0,0.09,0.43,1,3,1.11
MOLSI,"gekko, raze",19,36,6,91.0,0.15,0.46,2,5,1.02
penny,raze,7,15,3,63.0,0.17,0.39,1,8,0.3899999999999999
penny,yoru,15,15,5,119.0,0.22,0.65,9,3,1.76
penny,"raze, yoru",22,30,8,94.0,0.2,0.54,10,11,0.5799999999999998
OLIZERA,viper,12,14,4,126.0,0.22,0.67,1,0,2.15
OLIZERA,vyse,12,19,4,110.0,0.17,0.52,1,0,1.79
OLIZERA,"viper, vyse",24,33,8,117.0,0.2,0.59,2,0,1.96
keiko,brimstone,15,21,12,88.0,0.43,0.54,1,3,1.55
keiko,raze,44,33,6,144.0,0.12,0.85,4,11,1.31
keiko,"brimstone, raze",59,54,18,124.0,0.23,0.74,5,14,0.8099999999999998
nAts,cypher,19,18,6,138.0,0.23,0.73,3,2,2.1399999999999997
nAts,viper,24,23,15,167.0,0.54,0.86,4,0,3.07
nAts,vyse,15,13,8,119.0,0.31,0.58,1,1,1.98
nAts,"cypher, viper, vyse",58,54,29,142.0,0.36,0.73,8,3,2.21
trexx,fade,38,33,29,133.0,0.56,0.73,5,2,2.42
trexx,gekko,18,19,6,113.0,0.21,0.64,5,2,1.78
trexx,"fade, gekko",56,52,35,126.0,0.44,0.7,10,4,2.0
paTiTek,omen,33,35,26,126.0,0.5,0.63,4,3,2.09
paTiTek,skye,22,17,7,150.0,0.25,0.79,1,1,2.44
paTiTek,"omen, skye",55,52,33,135.0,0.41,0.69,5,4,2.0500000000000003
kamo,raze,20,21,4,131.0,0.14,0.71,6,5,1.6600000000000001
kamo,yoru,28,39,24,116.0,0.46,0.54,8,8,1.36
kamo,"raze, yoru",48,60,28,121.0,0.35,0.6,14,13,0.8600000000000001
Less,chamber,12,12,5,110.0,0.29,0.71,4,2,1.9000000000000001
Less,cypher,16,16,3,109.0,0.13,0.7,2,2,1.72
Less,viper,14,13,7,107.0,0.32,0.64,0,1,1.9300000000000002
Less,"chamber, cypher, viper",42,41,15,108.0,0.24,0.68,6,5,1.5
KovaQ,fade,14,8,8,123.0,0.47,0.82,1,0,2.52
KovaQ,kayo,18,19,13,148.0,0.57,0.78,2,3,2.5300000000000002
KovaQ,vyse,9,17,4,78.0,0.18,0.41,1,4,0.9700000000000001
KovaQ,"fade, kayo, vyse",41,44,25,116.0,0.4,0.66,4,7,1.5199999999999996
UNFAKE,fade,21,16,3,143.0,0.14,0.95,2,1,2.4199999999999995
UNFAKE,sova,31,28,15,145.0,0.38,0.78,5,1,2.5100000000000002
UNFAKE,"fade, sova",52,44,18,144.0,0.29,0.84,7,2,2.3699999999999997
Derke,jett,20,15,1,163.0,0.04,0.87,8,2,2.34
Derke,raze,13,17,5,123.0,0.23,0.59,2,4,1.65
Derke,yoru,19,14,4,198.0,0.24,1.12,3,0,3.34
Derke,"jett, raze, yoru",52,46,10,158.0,0.16,0.84,13,6,1.98
Kicks,omen,43,44,36,138.0,0.58,0.69,8,4,2.25
sociablEE,chamber,15,17,2,123.0,0.09,0.68,3,1,1.9
sociablEE,deadlock,21,14,0,152.0,0.0,0.88,2,2,2.1999999999999997
sociablEE,"chamber, deadlock",36,31,2,138.0,0.04,0.78,5,3,1.9000000000000001
LewN,neon,24,16,4,179.0,0.17,1.0,4,5,2.46
LewN,yoru,14,15,4,123.0,0.18,0.64,4,2,1.8499999999999999
LewN,"neon, yoru",38,31,8,152.0,0.17,0.83,8,7,1.8199999999999998
PROFEK,omen,31,27,12,112.0,0.26,0.67,3,5,1.5500000000000003
Jamppi,sova,36,26,12,148.0,0.26,0.78,7,3,2.2199999999999998
MAGNUM,viper,13,16,6,115.0,0.25,0.54,2,1,1.8399999999999999
MAGNUM,vyse,18,13,6,148.0,0.27,0.82,2,0,2.57
MAGNUM,"viper, vyse",31,29,12,131.0,0.26,0.67,4,1,2.14
Filu,chamber,7,15,2,87.0,0.13,0.44,2,3,1.14
Filu,gekko,20,22,11,134.0,0.37,0.67,2,2,2.1799999999999997
Filu,jett,11,19,4,102.0,0.18,0.5,4,3,1.4
Filu,"chamber, gekko, jett",38,56,17,112.0,0.25,0.56,8,8,1.1300000000000001
flyuh,fade,18,22,7,117.0,0.23,0.6,1,2,1.8
flyuh,sova,22,34,11,133.0,0.29,0.58,3,1,2.1
flyuh,"fade, sova",40,56,18,126.0,0.26,0.59,4,3,1.8099999999999998
MONSTEERR,killjoy,21,15,3,164.0,0.14,0.95,1,0,2.7299999999999995
MONSTEERR,viper,21,22,8,135.0,0.27,0.7,5,3,2.0200000000000005
MONSTEERR,vyse,12,15,0,159.0,0.0,0.75,0,2,2.1399999999999997
MONSTEERR,"killjoy, viper, vyse",54,52,11,150.0,0.16,0.79,6,5,1.9500000000000002
baddyG,omen,44,34,10,159.0,0.22,0.96,7,2,2.57
baddyG,viper,22,17,8,161.0,0.36,1.0,4,2,2.7699999999999996
baddyG,"omen, viper",66,51,18,160.0,0.26,0.97,11,4,2.43
nataNk,raze,21,24,5,141.0,0.17,0.7,4,5,1.7799999999999998
nataNk,sage,5,17,8,46.0,0.36,0.23,0,5,0.55
nataNk,yoru,6,15,3,72.0,0.19,0.38,3,2,1.09
nataNk,"raze, sage, yoru",32,56,16,94.0,0.24,0.47,7,12,0.44999999999999973
benjyfishy,cypher,27,19,12,132.0,0.33,0.75,3,3,2.1000000000000005
Wo0t,iso,14,9,6,153.0,0.38,0.88,4,1,2.69
Wo0t,jett,12,12,4,104.0,0.2,0.6,4,1,1.74
Wo0t,"iso, jett",26,21,10,126.0,0.28,0.72,8,2,2.0599999999999996
Boo,omen,18,16,25,92.0,0.69,0.5,1,3,1.8099999999999998
RieNs,sova,39,18,18,200.0,0.5,1.08,4,0,3.58
MiniBoo,yoru,37,23,12,169.0,0.33,1.03,10,2,2.8499999999999996
hiro,cypher,9,8,5,106.0,0.31,0.56,1,1,1.83
hiro,killjoy,19,14,4,163.0,0.18,0.86,0,0,2.67
hiro,omen,32,22,14,193.0,0.47,1.07,5,1,3.3699999999999997
hiro,"cypher, killjoy, omen",60,44,23,163.0,0.34,0.88,6,2,2.6499999999999995
Shao,fade,17,22,15,112.0,0.5,0.57,2,2,1.99
Shao,sage,13,15,11,130.0,0.5,0.59,1,2,2.1899999999999995
Shao,sova,14,8,13,186.0,0.81,0.88,0,0,3.55
Shao,"fade, sage, sova",44,45,39,135.0,0.57,0.65,3,4,2.1700000000000004
ANGE1,gekko,21,22,9,145.0,0.3,0.7,1,7,1.75
ANGE1,kayo,12,10,12,142.0,0.75,0.75,1,2,2.7199999999999998
ANGE1,sova,11,15,6,114.0,0.27,0.5,1,3,1.6099999999999999
ANGE1,"gekko, kayo, sova",44,47,27,134.0,0.4,0.65,3,12,1.19
alexiiik,jett,47,22,5,205.0,0.13,1.24,11,5,2.92
alexiiik,raze,14,22,6,107.0,0.2,0.47,1,4,1.3399999999999999
alexiiik,"jett, raze",61,44,11,162.0,0.16,0.9,12,9,1.7800000000000002
Ruxic,omen,13,11,8,150.0,0.5,0.81,1,2,2.61
Ruxic,viper,49,39,10,153.0,0.19,0.94,7,7,1.96
Ruxic,"omen, viper",62,50,18,152.0,0.26,0.91,8,9,1.79
yetujey,cypher,9,18,7,104.0,0.29,0.38,2,3,1.41
yetujey,vyse,19,15,7,154.0,0.32,0.86,2,4,2.32
yetujey,"cypher, vyse",28,33,14,128.0,0.3,0.61,4,7,1.4899999999999998
MrFaliN,fade,18,19,6,129.0,0.25,0.75,2,2,2.09
MrFaliN,sova,14,17,8,126.0,0.36,0.64,1,1,2.1599999999999997
MrFaliN,"fade, sova",32,36,14,128.0,0.3,0.7,3,3,1.9800000000000002
xeus,jett,17,18,3,125.0,0.14,0.77,3,5,1.6600000000000001
xeus,raze,16,18,4,125.0,0.17,0.67,4,4,1.69
xeus,"jett, raze",33,36,7,125.0,0.15,0.72,7,9,1.2200000000000002
qRaxs,kayo,22,32,25,104.0,0.54,0.48,0,3,1.76
cNed,omen,29,35,6,107.0,0.13,0.63,5,5,1.33
SUYGETSU,astra,59,43,23,162.0,0.33,0.86,4,5,2.31
SUYGETSU,omen,204,182,98,129.0,0.36,0.74,18,22,0.18999999999999995
SUYGETSU,viper,43,29,5,169.0,0.11,0.98,8,7,2.08
SUYGETSU,"astra, omen, viper",306,254,126,139.0,0.32,0.79,30,34,-0.9000000000000004
marteen,omen,23,30,18,108.0,0.41,0.52,4,4,1.6099999999999999
marteen,yoru,245,211,70,145.0,0.23,0.82,47,48,-2.3000000000000007
marteen,"brimstone, omen, waylay, yoru",302,277,96,139.0,0.25,0.78,58,59,-3.4800000000000004
Elite,cypher,118,114,36,129.0,0.21,0.69,16,10,1.19
Elite,killjoy,28,30,5,125.0,0.11,0.64,4,6,1.4
Elite,"cypher, killjoy, vyse",160,160,43,128.0,0.18,0.68,20,17,0.43999999999999995
saadhak,cypher,41,53,27,115.0,0.35,0.53,8,12,0.8299999999999996
saadhak,deadlock,37,56,18,99.0,0.26,0.54,7,9,0.89
saadhak,fade,50,69,22,108.0,0.24,0.56,4,9,0.9800000000000001
saadhak,kayo,35,50,43,104.0,0.61,0.5,5,6,1.5499999999999998
saadhak,sova,49,50,30,122.0,0.37,0.6,3,5,1.69
saadhak,"cypher, deadlock, fade, kayo, sova",212,278,140,110.0,0.36,0.54,27,41,-2.1000000000000005
pyrolll,fade,29,38,7,100.0,0.13,0.56,4,4,1.29
pyrolll,sova,24,31,12,99.0,0.23,0.46,0,1,1.58
pyrolll,vyse,27,35,9,103.0,0.18,0.55,2,6,1.16
pyrolll,"fade, sova, vyse",80,104,28,101.0,0.18,0.52,6,11,0.6099999999999999
Avez,gekko,40,53,16,114.0,0.23,0.58,2,4,1.5499999999999998
Avez,phoenix,115,88,42,155.0,0.31,0.86,19,15,1.2199999999999998
Avez,raze,78,68,16,158.0,0.17,0.82,12,17,0.8700000000000001
Avez,sova,56,45,13,139.0,0.19,0.8,7,2,2.1799999999999997
Avez,"gekko, phoenix, raze, sova, yoru",304,272,88,144.0,0.23,0.78,44,42,-1.75
grubinho,astra,65,66,39,125.0,0.38,0.64,5,10,1.27
grubinho,omen,349,340,207,136.0,0.43,0.72,53,42,-1.6900000000000004
grubinho,viper,23,28,7,103.0,0.18,0.59,4,11,0.7
grubinho,"astra, omen, viper",437,434,253,132.0,0.4,0.7,62,63,-3.880000000000001
Flickless,breach,138,161,100,107.0,0.42,0.58,12,19,0.17000000000000015
Flickless,kayo,155,169,137,134.0,0.59,0.67,21,19,0.7
Flickless,viper,115,107,51,140.0,0.33,0.75,14,13,1.18
Flickless,"breach, kayo, viper",408,437,288,125.0,0.46,0.65,47,51,-2.74
westside,cypher,344,316,91,132.0,0.19,0.71,45,35,-1.2800000000000002
westside,deadlock,61,59,19,116.0,0.23,0.73,12,11,1.02
westside,killjoy,34,29,3,155.0,0.08,0.87,4,1,2.4
westside,"cypher, deadlock, killjoy, viper",448,420,117,130.0,0.19,0.72,63,52,-2.99
Cloud,fade,104,113,40,126.0,0.26,0.67,7,12,0.9899999999999998
Cloud,gekko,70,94,35,106.0,0.28,0.57,7,11,0.81
Cloud,sova,221,226,95,129.0,0.27,0.64,33,25,-0.2999999999999998
Cloud,"fade, gekko, sova",395,433,170,124.0,0.27,0.63,47,48,-2.6600000000000006
ara,jett,116,93,19,152.0,0.13,0.8,28,22,0.25
ara,neon,237,213,41,134.0,0.13,0.77,54,42,-1.96
ara,raze,129,125,31,143.0,0.18,0.75,29,17,0.6599999999999997
ara,"jett, neon, raze",482,431,91,140.0,0.15,0.77,111,81,-5.779999999999999
Proxh,astra,27,28,11,117.0,0.29,0.71,2,4,1.77
Proxh,omen,144,190,108,106.0,0.4,0.54,14,20,0.0
Proxh,"astra, omen",171,218,119,107.0,0.39,0.56,16,24,-0.38000000000000034
kamyk,breach,59,65,38,102.0,0.4,0.61,7,3,1.7300000000000002
kamyk,gekko,20,28,10,112.0,0.26,0.53,1,4,1.5100000000000002
kamyk,kayo,60,58,49,140.0,0.65,0.8,10,10,1.85
kamyk,viper,75,68,20,135.0,0.21,0.77,7,9,1.4300000000000002
kamyk,"breach, gekko, kayo, viper",214,219,117,123.0,0.38,0.7,25,26,-0.29000000000000004
Minny,deadlock,29,41,9,99.0,0.17,0.54,3,10,0.7000000000000002
Minny,killjoy,59,66,15,130.0,0.16,0.64,8,10,1.1
Minny,viper,105,80,36,170.0,0.31,0.91,12,11,1.8199999999999998
Minny,"cypher, deadlock, killjoy, viper, vyse",217,219,67,136.0,0.22,0.71,26,38,-1.5100000000000002
Veqaj,fade,79,74,34,141.0,0.33,0.77,9,9,1.6099999999999999
Veqaj,sova,134,150,60,134.0,0.29,0.66,11,21,0.18999999999999995
Veqaj,"fade, sova",213,224,94,136.0,0.31,0.7,20,30,-0.6299999999999999
ComeBack,jett,54,55,10,135.0,0.13,0.72,11,10,1.2000000000000002
ComeBack,neon,152,142,37,139.0,0.19,0.79,31,37,-1.33
ComeBack,waylay,33,28,6,159.0,0.16,0.87,6,6,2.02
ComeBack,"jett, neon, waylay",239,225,53,140.0,0.17,0.78,48,53,-2.9500000000000006
Boaster,astra,72,95,49,86.0,0.31,0.45,9,16,0.020000000000000018
Boaster,omen,123,168,74,96.0,0.31,0.51,8,28,-1.0200000000000002
Boaster,viper,27,35,14,114.0,0.29,0.56,4,4,1.5899999999999999
Boaster,"astra, omen, viper",222,298,137,94.0,0.31,0.5,21,48,-3.0500000000000007
Alfajer,chamber,60,58,6,140.0,0.08,0.78,15,15,0.7599999999999998
Alfajer,killjoy,131,123,22,153.0,0.13,0.79,24,17,0.75
Alfajer,tejo,98,69,13,156.0,0.12,0.87,12,6,1.9499999999999997
Alfajer,vyse,38,28,13,146.0,0.28,0.83,5,3,2.2699999999999996
Alfajer,"chamber, iso, killjoy, neon, tejo, vyse",363,317,60,149.0,0.13,0.81,64,48,-2.3700000000000006
Chronicle,cypher,27,31,14,116.0,0.3,0.57,4,8,1.2299999999999998
Chronicle,sage,24,39,14,95.0,0.29,0.5,3,4,1.3399999999999999
Chronicle,viper,223,184,80,157.0,0.29,0.81,28,24,0.2699999999999996
Chronicle,vyse,46,60,17,121.0,0.22,0.6,4,7,1.3299999999999996
Chronicle,"cypher, sage, viper, vyse",320,314,125,140.0,0.28,0.71,39,43,-1.9100000000000001
crashies,fade,146,146,80,120.0,0.35,0.64,13,15,0.69
crashies,sova,155,146,61,148.0,0.28,0.7,10,14,1.0599999999999998
crashies,"fade, sova",301,292,141,134.0,0.31,0.67,23,29,-0.5800000000000001
kaajak,jett,34,31,2,123.0,0.04,0.71,7,9,1.08
kaajak,neon,25,36,4,94.0,0.08,0.52,6,7,0.84
kaajak,raze,150,119,32,175.0,0.2,0.93,31,18,1.0799999999999998
kaajak,yoru,159,138,31,152.0,0.16,0.83,30,25,0.009999999999999787
kaajak,"jett, neon, raze, yoru",368,324,69,151.0,0.15,0.82,74,59,-3.4200000000000004
PROFEK,brimstone,31,34,16,142.0,0.36,0.69,2,2,2.2699999999999996
PROFEK,omen,225,218,105,125.0,0.32,0.68,23,23,-0.050000000000000266
PROFEK,viper,92,78,30,143.0,0.25,0.77,10,7,1.75
PROFEK,"astra, brimstone, omen, viper",358,348,158,130.0,0.3,0.69,36,33,-1.0100000000000002
Jamppi,breach,23,31,13,101.0,0.3,0.52,5,3,1.53
Jamppi,fade,60,86,28,98.0,0.24,0.5,4,10,0.72
Jamppi,gekko,39,48,16,113.0,0.24,0.58,5,6,1.3499999999999996
Jamppi,kayo,47,57,44,114.0,0.54,0.57,4,10,1.25
Jamppi,sova,163,129,55,146.0,0.27,0.79,17,14,1.1199999999999999
Jamppi,"breach, fade, gekko, kayo, sova",332,351,156,122.0,0.3,0.64,35,43,-2.1399999999999997
sociablEE,chamber,69,74,15,136.0,0.16,0.72,13,10,1.2400000000000002
sociablEE,deadlock,97,73,8,153.0,0.07,0.9,12,6,1.9
sociablEE,omen,103,106,48,130.0,0.33,0.72,15,13,1.05
sociablEE,sova,29,35,12,127.0,0.27,0.66,3,4,1.8000000000000003
sociablEE,tejo,47,64,17,112.0,0.21,0.57,9,2,1.7
sociablEE,yoru,25,39,3,102.0,0.07,0.56,9,10,0.6500000000000001
sociablEE,"chamber, deadlock, omen, sova, tejo, yoru",370,391,103,130.0,0.2,0.71,61,45,-2.29
MAGNUM,cypher,35,30,10,141.0,0.23,0.8,7,5,1.94
MAGNUM,deadlock,52,52,22,121.0,0.3,0.7,1,8,1.41
MAGNUM,fade,101,106,56,125.0,0.38,0.68,7,19,0.4099999999999999
MAGNUM,killjoy,64,49,12,151.0,0.16,0.83,8,6,1.9
MAGNUM,viper,89,107,33,113.0,0.22,0.58,10,22,-0.27000000000000046
MAGNUM,"cypher, deadlock, fade, killjoy, viper, vyse",359,357,139,127.0,0.27,0.69,35,60,-3.77
LewN,iso,34,38,6,153.0,0.13,0.76,5,8,1.6199999999999999
LewN,jett,165,148,28,150.0,0.14,0.81,34,40,-1.5499999999999998
LewN,neon,70,80,16,120.0,0.15,0.65,15,16,0.3999999999999999
LewN,raze,64,53,7,150.0,0.09,0.86,15,9,1.5500000000000003
LewN,yoru,46,50,13,134.0,0.2,0.71,11,10,1.25
LewN,"iso, jett, neon, phoenix, raze, yoru",399,386,75,141.0,0.14,0.77,83,88,-6.48
