Player,Agents,Kills,Deaths,Assists,Average Damage Per Round,Assists Per Round,Kills Per Round,First Kills,First Deaths,simple_score
jawgemo,sage,16,15,10,127.0,0.42,0.67,2,3,2.0600000000000005
jawgemo,yoru,33,32,10,148.0,0.23,0.75,12,8,1.66
jawgemo,"sage, yoru",49,47,20,141.0,0.29,0.72,14,11,1.3199999999999998
Ash,fade,11,17,3,120.0,0.15,0.55,0,1,1.7999999999999998
Ash,sova,34,28,12,123.0,0.25,0.71,3,2,1.99
Ash,"fade, sova",45,45,15,122.0,0.22,0.66,3,3,1.8
t3xture,jett,21,17,3,157.0,0.13,0.88,2,3,2.2800000000000002
t3xture,neon,22,14,5,154.0,0.21,0.92,5,4,2.27
t3xture,raze,12,15,1,84.0,0.05,0.6,4,5,0.99
t3xture,"jett, neon, raze",55,46,9,135.0,0.13,0.81,11,12,1.0899999999999999
Foxy9,killjoy,25,33,8,106.0,0.17,0.52,5,1,1.65
Foxy9,vyse,9,17,6,82.0,0.3,0.45,2,1,1.4699999999999998
Foxy9,"killjoy, vyse",34,50,14,99.0,0.21,0.5,7,2,1.5
Karon,omen,36,48,14,100.0,0.21,0.53,5,6,1.14
Munchkin,viper,51,51,16,154.0,0.24,0.75,10,9,1.6300000000000003
Boaster,astra,21,14,10,170.0,0.43,0.91,4,0,3.04
Boaster,omen,7,16,10,76.0,0.43,0.3,2,2,1.29
Boaster,"astra, omen",28,30,20,123.0,0.43,0.61,6,2,2.07
crashies,fade,23,30,14,100.0,0.3,0.5,4,0,1.8
Alfajer,killjoy,25,14,2,192.0,0.09,1.09,9,0,3.1
Alfajer,raze,21,13,7,184.0,0.3,0.91,6,3,2.75
Alfajer,"killjoy, raze",46,27,9,188.0,0.2,1.0,15,3,2.7800000000000002
kaajak,raze,17,15,2,118.0,0.09,0.74,2,5,1.5099999999999998
kaajak,yoru,20,16,5,148.0,0.22,0.87,2,2,2.37
kaajak,"raze, yoru",37,31,7,133.0,0.15,0.8,4,7,1.58
Chronicle,viper,47,29,17,194.0,0.37,1.02,4,1,3.23
JonahP,breach,14,17,14,120.0,0.61,0.61,0,1,2.32
JonahP,fade,12,18,9,102.0,0.39,0.52,1,4,1.5300000000000002
JonahP,"breach, fade",26,35,23,111.0,0.5,0.57,1,5,1.6799999999999997
trent,fade,19,16,6,130.0,0.26,0.83,1,1,2.2899999999999996
trent,tejo,16,15,6,133.0,0.26,0.7,3,2,2.09
trent,"fade, tejo",35,31,12,131.0,0.26,0.76,4,3,2.0300000000000002
valyn,omen,27,37,22,107.0,0.48,0.59,1,4,1.7399999999999998
leaf,viper,35,39,7,131.0,0.15,0.76,3,7,1.52
jawgemo,yoru,24,39,4,110.0,0.09,0.52,4,14,0.30999999999999983
Boaster,astra,10,13,6,92.0,0.27,0.45,2,2,1.4400000000000002
Boaster,omen,23,20,10,109.0,0.24,0.56,4,2,1.6900000000000002
Boaster,viper,16,9,5,154.0,0.29,0.94,3,0,2.77
Boaster,"astra, omen, viper",49,42,21,114.0,0.26,0.61,9,4,1.6099999999999999
Alfajer,chamber,22,12,6,202.0,0.33,1.22,4,2,3.37
Alfajer,killjoy,37,29,7,166.0,0.18,0.93,6,5,2.27
Alfajer,raze,21,17,3,165.0,0.14,0.95,1,4,2.34
Alfajer,"chamber, killjoy, raze",80,58,16,174.0,0.2,1.0,11,11,1.8399999999999999
crashies,fade,31,31,18,135.0,0.4,0.69,3,4,2.04
crashies,sova,27,20,11,136.0,0.31,0.77,1,2,2.24
crashies,"fade, sova",58,51,29,135.0,0.36,0.73,4,6,1.8399999999999999
kaajak,jett,16,8,5,197.0,0.29,0.94,5,1,3.1
kaajak,raze,9,18,1,81.0,0.04,0.39,0,5,0.74
kaajak,yoru,31,24,9,129.0,0.23,0.78,6,6,1.6999999999999997
kaajak,"jett, raze, yoru",56,50,15,130.0,0.19,0.7,11,12,0.9899999999999998
Chronicle,sage,11,9,11,111.0,0.65,0.65,1,1,2.31
Chronicle,viper,32,30,13,138.0,0.29,0.71,2,4,1.98
Chronicle,vyse,13,9,4,139.0,0.22,0.72,2,2,2.13
Chronicle,"sage, viper, vyse",56,48,28,133.0,0.35,0.7,5,7,1.6799999999999997
Yuicaw,cypher,19,34,3,101.0,0.08,0.48,3,2,1.3699999999999999
Yuicaw,gekko,5,16,4,51.0,0.24,0.29,0,3,0.74
Yuicaw,killjoy,11,13,4,92.0,0.17,0.48,0,2,1.37
Yuicaw,"cypher, gekko, killjoy",35,63,11,88.0,0.14,0.44,3,7,0.7599999999999999
Lysoar,deadlock,10,16,2,92.0,0.11,0.56,2,2,1.3900000000000001
Lysoar,killjoy,13,14,1,136.0,0.06,0.76,1,2,1.9800000000000002
Lysoar,omen,32,31,13,120.0,0.29,0.71,4,2,2.0
Lysoar,"deadlock, killjoy, omen",55,61,16,117.0,0.2,0.69,7,6,1.4599999999999995
SiuFatBB,fade,21,27,14,86.0,0.31,0.47,2,1,1.54
SiuFatBB,sova,17,28,7,96.0,0.2,0.49,1,1,1.5499999999999998
SiuFatBB,"fade, sova",38,55,21,90.0,0.26,0.48,3,2,1.4400000000000002
Juicy,jett,10,16,1,102.0,0.06,0.59,3,5,1.17
Juicy,raze,37,31,7,162.0,0.16,0.82,12,5,2.1
Juicy,yoru,5,16,2,61.0,0.11,0.28,3,6,0.3999999999999999
Juicy,"jett, raze, yoru",52,63,10,126.0,0.13,0.65,18,16,0.43999999999999995
Spring,omen,10,15,2,107.0,0.11,0.56,0,2,1.5400000000000003
Spring,viper,59,42,12,170.0,0.19,0.95,9,7,2.1399999999999997
Spring,"omen, viper",69,57,14,156.0,0.18,0.86,9,9,1.7000000000000002
f0rsakeN,astra,18,3,8,187.0,0.57,1.29,2,0,3.73
f0rsakeN,sova,12,14,7,112.0,0.32,0.55,3,2,1.7900000000000003
f0rsakeN,"astra, sova",30,17,15,141.0,0.42,0.83,5,2,2.46
PatMen,fade,10,4,6,125.0,0.43,0.71,0,1,2.2899999999999996
PatMen,viper,20,14,3,150.0,0.14,0.91,2,4,2.15
PatMen,"fade, viper",30,18,9,140.0,0.25,0.83,2,5,1.98
something,jett,14,13,5,112.0,0.23,0.64,4,2,1.7900000000000003
something,yoru,13,7,3,182.0,0.21,0.93,2,2,2.76
something,"jett, yoru",27,20,8,139.0,0.22,0.75,6,4,1.96
d4v41,killjoy,18,12,1,159.0,0.05,0.82,0,0,2.46
d4v41,vyse,9,9,3,131.0,0.21,0.64,0,1,2.06
d4v41,"killjoy, vyse",27,21,4,148.0,0.11,0.75,0,1,2.2399999999999998
Jinggg,omen,20,13,16,152.0,0.73,0.91,5,0,3.16
Jinggg,raze,12,6,4,154.0,0.29,0.86,5,1,2.59
Jinggg,"omen, raze",32,19,20,153.0,0.56,0.89,10,1,2.8800000000000003
Boo,astra,5,12,7,60.0,0.5,0.36,0,3,1.16
Boo,viper,7,17,7,73.0,0.32,0.32,0,2,1.1700000000000002
Boo,"astra, viper",12,29,14,68.0,0.39,0.33,0,5,0.8999999999999999
Wo0t,breach,6,12,6,76.0,0.43,0.43,1,2,1.4200000000000002
Wo0t,gekko,17,15,7,136.0,0.32,0.77,1,2,2.25
Wo0t,"breach, gekko",23,27,13,113.0,0.36,0.64,2,4,1.73
RieNs,fade,8,12,1,105.0,0.07,0.57,1,2,1.49
RieNs,sova,12,18,5,114.0,0.23,0.55,1,3,1.6199999999999999
RieNs,"fade, sova",20,30,6,111.0,0.17,0.56,2,5,1.3400000000000003
benjyfishy,killjoy,24,29,3,130.0,0.08,0.67,7,3,1.7499999999999998
MiniBoo,neon,12,18,3,98.0,0.14,0.55,1,5,1.17
MiniBoo,yoru,4,13,1,57.0,0.07,0.29,1,1,0.83
MiniBoo,"neon, yoru",16,31,4,82.0,0.11,0.44,2,6,0.77
N4RRATE,breach,18,14,12,122.0,0.5,0.75,1,1,2.3699999999999997
N4RRATE,fade,19,12,7,151.0,0.33,0.9,1,1,2.64
N4RRATE,"breach, fade",37,26,19,135.0,0.42,0.82,2,2,2.3899999999999997
bang,omen,33,33,17,124.0,0.38,0.73,4,1,2.2499999999999996
zekken,raze,14,12,7,144.0,0.33,0.67,3,7,1.7399999999999998
zekken,yoru,18,19,5,146.0,0.21,0.75,4,6,1.8199999999999998
zekken,"raze, yoru",32,31,12,145.0,0.27,0.71,7,13,1.1299999999999997
johnqt,skye,16,14,15,103.0,0.63,0.67,0,2,2.13
johnqt,viper,17,10,3,148.0,0.14,0.81,1,2,2.23
johnqt,"skye, viper",33,24,18,124.0,0.4,0.73,1,4,1.9700000000000002
Zellsis,viper,15,15,5,116.0,0.21,0.63,4,4,1.6
Zellsis,vyse,11,12,8,119.0,0.38,0.52,0,3,1.7899999999999998
Zellsis,"viper, vyse",26,27,13,117.0,0.29,0.58,4,7,1.3399999999999999
nephh,breach,21,20,13,138.0,0.43,0.7,2,4,2.11
nephh,kayo,15,14,15,134.0,0.65,0.65,1,1,2.54
nephh,viper,14,16,11,129.0,0.48,0.61,2,1,2.28
nephh,"breach, kayo, viper",50,50,39,134.0,0.51,0.66,5,6,1.9099999999999997
Levius,cypher,33,35,11,111.0,0.21,0.62,2,6,1.3399999999999999
Levius,killjoy,17,15,4,162.0,0.17,0.74,2,2,2.33
Levius,"cypher, killjoy",50,50,15,127.0,0.2,0.66,4,8,1.3299999999999998
rushia,harbor,22,15,10,173.0,0.43,0.96,3,1,3.02
rushia,omen,36,34,23,142.0,0.43,0.68,8,3,2.2300000000000004
rushia,"harbor, omen",58,49,33,151.0,0.43,0.76,11,4,2.3000000000000003
whzy,jett,22,15,1,152.0,0.04,0.96,5,5,2.02
whzy,neon,47,39,14,160.0,0.26,0.89,10,10,1.75
whzy,"jett, neon",69,54,15,158.0,0.2,0.91,15,15,1.1900000000000004
Knight,sova,42,42,19,117.0,0.25,0.55,5,3,1.67
artzin,breach,10,30,4,53.0,0.13,0.31,1,6,0.3699999999999999
cortezia,cypher,17,31,5,107.0,0.16,0.53,3,3,1.4600000000000002
aspas,jett,5,13,1,63.0,0.07,0.36,2,6,0.45999999999999996
aspas,neon,7,16,4,79.0,0.22,0.39,0,3,1.0999999999999999
aspas,"jett, neon",12,29,5,72.0,0.16,0.38,2,9,0.36
xenom,omen,12,30,3,82.0,0.09,0.38,3,3,0.99
Verno,sova,21,27,6,135.0,0.19,0.66,0,2,2.0
kamo,clove,17,19,8,152.0,0.35,0.74,3,5,2.11
kamo,neon,38,41,14,132.0,0.26,0.72,7,9,1.4
kamo,"clove, neon",55,60,22,138.0,0.29,0.72,10,14,0.9899999999999995
Serial,cypher,17,18,5,135.0,0.22,0.74,4,2,2.11
Serial,gekko,10,17,2,88.0,0.09,0.43,1,1,1.2999999999999998
Serial,killjoy,20,21,6,133.0,0.2,0.67,4,1,2.1
Serial,"cypher, gekko, killjoy",47,56,13,120.0,0.17,0.62,9,4,1.5899999999999999
keiko,harbor,18,13,3,140.0,0.13,0.78,2,2,2.11
keiko,iso,12,16,3,93.0,0.13,0.52,1,5,1.08
keiko,omen,25,21,8,146.0,0.27,0.83,4,1,2.46
keiko,"harbor, iso, omen",55,50,14,128.0,0.18,0.72,7,8,1.3799999999999997
paTiTek,kayo,16,17,4,112.0,0.17,0.7,2,2,1.7900000000000003
paTiTek,sova,22,35,10,98.0,0.19,0.42,1,4,1.19
paTiTek,"kayo, sova",38,52,14,102.0,0.18,0.5,3,6,1.0999999999999999
penny,omen,19,33,11,87.0,0.24,0.41,4,5,1.02
penny,phoenix,30,18,15,206.0,0.5,1.0,3,3,3.26
penny,"omen, phoenix",49,51,26,134.0,0.34,0.64,7,8,1.5200000000000002
Yuicaw,cypher,13,19,2,103.0,0.08,0.54,1,2,1.45
Yuicaw,killjoy,12,15,2,100.0,0.1,0.57,2,2,1.47
Yuicaw,"cypher, killjoy",25,34,4,102.0,0.09,0.56,3,4,1.27
SiuFatBB,fade,28,27,13,114.0,0.29,0.62,2,3,1.7499999999999998
Lysoar,omen,16,30,18,79.0,0.4,0.36,0,2,1.35
Juicy,raze,35,35,6,140.0,0.13,0.78,13,6,1.71
Spring,viper,37,35,17,166.0,0.38,0.82,9,3,2.5599999999999996
Foxy9,deadlock,18,8,3,143.0,0.17,1.0,3,1,2.4999999999999996
Foxy9,killjoy,11,6,2,140.0,0.14,0.79,0,2,2.13
Foxy9,"deadlock, killjoy",29,14,5,142.0,0.16,0.91,3,3,2.1900000000000004
t3xture,neon,35,17,9,196.0,0.28,1.09,10,0,3.33
Karon,omen,34,16,10,198.0,0.31,1.06,3,3,3.05
Ash,sova,26,12,5,152.0,0.16,0.81,3,0,2.49
Munchkin,viper,23,13,10,137.0,0.31,0.72,4,3,2.1000000000000005
johnqt,breach,14,10,7,141.0,0.39,0.78,3,0,2.58
johnqt,kayo,13,18,7,126.0,0.32,0.59,2,2,1.97
johnqt,viper,10,11,10,82.0,0.45,0.45,1,2,1.52
johnqt,"breach, kayo, viper",37,39,24,115.0,0.39,0.6,6,4,1.7399999999999998
Zellsis,cypher,16,12,7,138.0,0.39,0.89,1,0,2.66
Zellsis,killjoy,13,15,5,138.0,0.23,0.59,2,2,1.9999999999999998
Zellsis,vyse,16,11,5,116.0,0.23,0.73,2,1,2.02
Zellsis,"cypher, killjoy, vyse",45,38,17,130.0,0.27,0.73,5,3,1.9999999999999998
N4RRATE,fade,25,26,11,121.0,0.28,0.63,2,5,1.62
N4RRATE,gekko,12,19,2,93.0,0.09,0.55,2,4,1.17
N4RRATE,"fade, gekko",37,45,13,111.0,0.21,0.6,4,9,1.02
zekken,neon,20,8,2,176.0,0.11,1.11,3,3,2.6800000000000006
zekken,omen,13,17,5,128.0,0.23,0.59,4,0,2.1
zekken,raze,23,13,6,186.0,0.27,1.05,8,2,2.98
zekken,"neon, omen, raze",56,38,13,162.0,0.21,0.9,15,5,2.2300000000000004
bang,omen,21,20,15,94.0,0.38,0.53,2,5,1.35
bang,viper,13,18,5,106.0,0.23,0.59,2,2,1.68
bang,"omen, viper",34,38,20,98.0,0.32,0.55,4,7,1.15
Levius,cypher,7,12,2,65.0,0.11,0.39,1,2,0.95
Levius,killjoy,14,11,2,103.0,0.09,0.64,0,1,1.66
Levius,vyse,13,12,2,110.0,0.09,0.59,0,3,1.48
Levius,"cypher, killjoy, vyse",34,35,6,95.0,0.1,0.55,1,6,1.0
Knight,fade,14,15,3,110.0,0.14,0.64,0,2,1.6800000000000002
Knight,sova,13,27,9,80.0,0.23,0.33,1,2,1.1600000000000001
Knight,"fade, sova",27,42,12,91.0,0.19,0.44,1,4,1.1400000000000001
rushia,harbor,23,13,7,178.0,0.32,1.05,1,2,2.95
rushia,omen,24,32,9,110.0,0.23,0.6,9,4,1.5300000000000002
rushia,"harbor, omen",47,45,16,134.0,0.26,0.76,10,6,1.7600000000000002
whzy,jett,24,15,2,171.0,0.09,1.09,6,4,2.49
whzy,neon,16,15,2,164.0,0.11,0.89,2,2,2.4399999999999995
whzy,raze,13,17,2,115.0,0.09,0.59,3,6,1.2299999999999998
whzy,"jett, neon, raze",53,47,6,149.0,0.1,0.85,11,12,1.2399999999999998
nephh,kayo,9,17,9,102.0,0.5,0.5,1,2,1.82
nephh,viper,28,24,12,117.0,0.27,0.64,4,4,1.6800000000000002
nephh,"kayo, viper",37,41,21,113.0,0.34,0.6,5,6,1.4699999999999998
PatMen,fade,14,18,9,92.0,0.38,0.58,1,2,1.68
PatMen,viper,12,13,1,123.0,0.06,0.75,1,1,1.94
PatMen,"fade, viper",26,31,10,104.0,0.25,0.65,2,3,1.64
something,gekko,13,20,4,91.0,0.17,0.54,2,6,1.02
something,jett,9,14,2,124.0,0.13,0.56,3,4,1.5300000000000002
something,"gekko, jett",22,34,6,104.0,0.15,0.55,5,10,0.7400000000000002
d4v41,killjoy,4,12,3,62.0,0.19,0.25,0,1,0.9600000000000001
d4v41,viper,17,18,8,130.0,0.33,0.71,0,1,2.2399999999999998
d4v41,"killjoy, viper",21,30,11,103.0,0.28,0.53,0,2,1.6400000000000001
f0rsakeN,omen,22,20,7,167.0,0.29,0.92,3,2,2.6799999999999997
f0rsakeN,sova,5,14,4,71.0,0.25,0.31,1,1,1.17
f0rsakeN,"omen, sova",27,34,11,128.0,0.28,0.68,4,3,1.9400000000000002
Jinggg,omen,9,14,1,111.0,0.06,0.56,0,4,1.33
Jinggg,raze,19,18,8,151.0,0.33,0.79,6,1,2.53
Jinggg,"omen, raze",28,32,9,135.0,0.23,0.7,6,5,1.7800000000000002
t3xture,jett,45,25,3,189.0,0.08,1.13,12,8,2.3
Munchkin,kayo,14,19,19,108.0,0.79,0.58,1,1,2.35
Munchkin,viper,19,10,4,190.0,0.25,1.19,1,0,3.34
Munchkin,"kayo, viper",33,29,23,141.0,0.58,0.83,2,1,2.7199999999999998
Foxy9,killjoy,34,24,10,144.0,0.25,0.85,5,3,2.24
Karon,omen,29,24,12,123.0,0.3,0.73,3,5,1.7599999999999998
Ash,sova,20,22,18,98.0,0.45,0.5,1,0,1.93
Spring,astra,24,14,6,161.0,0.26,1.04,5,0,2.91
Spring,viper,20,15,5,154.0,0.23,0.91,4,4,2.2800000000000002
Spring,"astra, viper",44,29,11,157.0,0.24,0.98,9,4,2.39
Yuicaw,chamber,11,16,2,85.0,0.09,0.48,2,5,0.9199999999999999
Yuicaw,killjoy,20,14,5,176.0,0.23,0.91,4,0,2.9000000000000004
Yuicaw,"chamber, killjoy",31,30,7,129.0,0.16,0.69,6,5,1.6400000000000001
SiuFatBB,fade,15,32,15,68.0,0.33,0.33,0,3,1.04
Lysoar,omen,14,15,15,110.0,0.68,0.64,1,1,2.32
Lysoar,vyse,10,14,12,92.0,0.52,0.43,1,2,1.6700000000000002
Lysoar,"omen, vyse",24,29,27,101.0,0.6,0.53,2,3,1.8399999999999996
Juicy,raze,19,14,5,152.0,0.23,0.86,2,5,2.1100000000000003
Juicy,yoru,21,15,4,161.0,0.17,0.91,2,4,2.2900000000000005
Juicy,"raze, yoru",40,29,9,157.0,0.2,0.89,4,9,1.7600000000000002
Boo,astra,13,12,16,85.0,0.7,0.57,1,1,2.02
Boo,omen,14,15,5,119.0,0.23,0.64,1,2,1.86
Boo,"astra, omen",27,27,21,102.0,0.47,0.6,2,3,1.7899999999999998
benjyfishy,cypher,12,16,4,86.0,0.17,0.52,1,2,1.35
benjyfishy,killjoy,15,15,2,138.0,0.09,0.68,2,0,2.15
benjyfishy,"cypher, killjoy",27,31,6,111.0,0.13,0.6,3,2,1.6400000000000001
Wo0t,fade,11,15,14,114.0,0.64,0.5,0,3,1.9800000000000002
Wo0t,jett,17,17,2,133.0,0.09,0.74,6,5,1.6600000000000001
Wo0t,"fade, jett",28,32,16,124.0,0.36,0.62,6,8,1.4199999999999997
MiniBoo,raze,19,17,1,126.0,0.05,0.86,6,2,1.97
MiniBoo,yoru,17,16,2,123.0,0.09,0.74,2,1,1.96
MiniBoo,"raze, yoru",36,33,3,124.0,0.07,0.8,8,3,1.8100000000000003
RieNs,sova,14,15,7,148.0,0.3,0.61,3,1,2.2899999999999996
RieNs,viper,17,16,7,124.0,0.32,0.77,2,4,1.9300000000000002
RieNs,"sova, viper",31,31,14,136.0,0.31,0.69,5,5,1.8600000000000003
kamo,chamber,11,11,2,105.0,0.11,0.58,1,2,1.54
kamo,neon,17,15,6,158.0,0.3,0.85,6,3,2.4299999999999997
kamo,"chamber, neon",28,26,8,132.0,0.21,0.72,7,5,1.75
Serial,cypher,14,10,0,107.0,0.0,0.7,2,2,1.57
keiko,harbor,14,10,3,122.0,0.16,0.74,1,1,2.02
keiko,omen,17,10,6,138.0,0.3,0.85,1,1,2.4299999999999997
keiko,"harbor, omen",31,20,9,130.0,0.23,0.79,2,2,2.12
penny,jett,15,12,3,124.0,0.16,0.79,6,0,2.19
paTiTek,sova,25,29,12,129.0,0.31,0.64,4,2,2.04
nAts,viper,33,27,12,162.0,0.31,0.85,5,2,2.58
cortezia,cypher,12,14,5,141.0,0.25,0.6,2,3,1.9599999999999997
cortezia,killjoy,10,14,2,101.0,0.11,0.53,2,4,1.25
cortezia,"cypher, killjoy",22,28,7,122.0,0.18,0.56,4,7,1.2599999999999998
artzin,gekko,9,17,6,102.0,0.3,0.45,2,2,1.57
artzin,harbor,12,13,8,125.0,0.42,0.63,0,3,1.9999999999999998
artzin,"gekko, harbor",21,30,14,113.0,0.36,0.54,2,5,1.5299999999999998
aspas,jett,9,15,4,105.0,0.21,0.47,1,4,1.33
aspas,raze,10,15,3,100.0,0.15,0.5,2,2,1.45
aspas,"jett, raze",19,30,7,103.0,0.18,0.49,3,6,1.0999999999999999
xenom,omen,15,16,4,111.0,0.2,0.75,1,5,1.56
xenom,viper,12,14,4,125.0,0.21,0.63,0,2,1.89
xenom,"omen, viper",27,30,8,118.0,0.21,0.69,1,7,1.38
Verno,sova,35,28,15,176.0,0.38,0.9,3,1,2.94
Serial,astra,12,18,6,71.0,0.21,0.43,1,3,1.05
Serial,cypher,8,13,4,78.0,0.22,0.44,1,1,1.3399999999999999
Serial,"astra, cypher",20,31,10,74.0,0.22,0.43,2,4,0.9900000000000001
nAts,cypher,13,22,4,105.0,0.15,0.5,1,2,1.5000000000000002
nAts,viper,25,32,6,96.0,0.13,0.54,3,2,1.43
nAts,"cypher, viper",38,54,10,99.0,0.14,0.53,4,4,1.2600000000000002
paTiTek,fade,39,34,10,126.0,0.19,0.72,8,3,1.8699999999999999
paTiTek,sova,12,15,3,136.0,0.17,0.67,2,3,1.9000000000000001
paTiTek,"fade, sova",51,49,13,128.0,0.18,0.71,10,6,1.5699999999999998
kamo,neon,8,14,3,126.0,0.17,0.44,1,5,1.37
kamo,waylay,25,22,2,165.0,0.08,0.96,7,4,2.29
kamo,yoru,24,19,3,155.0,0.11,0.86,5,4,2.12
kamo,"neon, waylay, yoru",57,55,8,151.0,0.11,0.79,13,13,1.11
keiko,omen,27,32,7,111.0,0.16,0.61,3,3,1.58
keiko,raze,29,19,2,185.0,0.07,1.04,4,0,2.96
keiko,"omen, raze",56,51,9,139.0,0.13,0.78,7,3,1.9999999999999998
penny,raze,17,20,6,128.0,0.23,0.65,2,4,1.7600000000000002
Yuicaw,cypher,27,22,18,120.0,0.44,0.66,5,3,1.9999999999999998
Lysoar,deadlock,13,9,6,127.0,0.33,0.72,2,0,2.3200000000000003
Lysoar,omen,14,13,7,122.0,0.3,0.61,2,0,2.13
Lysoar,"deadlock, omen",27,22,13,124.0,0.32,0.66,4,0,2.2199999999999998
SiuFatBB,fade,9,12,6,90.0,0.26,0.39,1,0,1.55
SiuFatBB,sova,17,10,8,165.0,0.44,0.94,1,0,3.03
SiuFatBB,"fade, sova",26,22,14,123.0,0.34,0.63,2,0,2.2
Spring,omen,17,11,12,168.0,0.67,0.94,2,2,3.09
Spring,viper,21,16,5,172.0,0.22,0.91,5,3,2.55
Spring,"omen, viper",38,27,17,170.0,0.41,0.93,7,5,2.54
Juicy,raze,21,17,5,171.0,0.22,0.91,3,5,2.34
Juicy,yoru,12,13,3,108.0,0.17,0.67,4,3,1.62
Juicy,"raze, yoru",33,30,8,143.0,0.2,0.8,7,8,1.6299999999999997
Knight,cypher,11,15,6,101.0,0.26,0.48,3,4,1.35
Knight,sova,12,14,5,108.0,0.28,0.67,2,5,1.5300000000000002
Knight,"cypher, sova",23,29,11,104.0,0.27,0.56,5,9,0.9700000000000001
nephh,kayo,7,15,10,87.0,0.56,0.39,0,2,1.62
nephh,skye,12,16,12,103.0,0.52,0.52,2,0,2.0700000000000003
nephh,"kayo, skye",19,31,22,96.0,0.54,0.46,2,2,1.76
Levius,killjoy,8,15,6,117.0,0.33,0.44,0,3,1.64
Levius,viper,13,12,1,102.0,0.04,0.57,0,2,1.43
Levius,"killjoy, viper",21,27,7,108.0,0.17,0.51,0,5,1.2600000000000002
whzy,neon,19,14,1,172.0,0.06,1.06,3,1,2.7399999999999998
whzy,raze,19,17,7,154.0,0.3,0.83,5,3,2.37
whzy,"neon, raze",38,31,8,162.0,0.2,0.93,8,4,2.35
rushia,omen,21,33,19,87.0,0.46,0.51,1,5,1.3399999999999999
PatMen,fade,38,40,20,131.0,0.37,0.7,6,5,1.88
PatMen,viper,14,10,7,159.0,0.39,0.78,3,1,2.6599999999999997
PatMen,"fade, viper",52,50,27,138.0,0.38,0.72,9,6,1.88
f0rsakeN,omen,52,47,30,129.0,0.42,0.72,7,5,1.9299999999999997
Jinggg,raze,66,52,13,172.0,0.18,0.92,11,12,1.62
d4v41,sage,14,9,5,122.0,0.28,0.78,1,0,2.2800000000000002
d4v41,viper,13,22,6,103.0,0.21,0.46,2,2,1.5000000000000002
d4v41,vyse,20,14,7,139.0,0.27,0.77,1,1,2.3299999999999996
d4v41,"sage, viper, vyse",47,45,18,121.0,0.25,0.65,4,3,1.8099999999999998
something,sova,9,8,1,97.0,0.06,0.5,0,1,1.43
something,yoru,34,37,13,126.0,0.24,0.63,3,11,1.0299999999999998
something,"sova, yoru",43,45,14,118.0,0.19,0.6,3,12,0.7699999999999998
f0rsakeN,astra,38,17,22,170.0,0.59,1.03,3,0,3.3200000000000003
f0rsakeN,omen,194,176,108,142.0,0.42,0.75,24,24,0.1899999999999995
f0rsakeN,sova,33,55,18,105.0,0.26,0.47,6,6,1.18
f0rsakeN,"astra, fade, omen, sova",280,263,156,138.0,0.4,0.72,37,31,-0.6000000000000001
PatMen,fade,150,146,89,119.0,0.39,0.65,10,15,0.73
PatMen,viper,99,96,23,131.0,0.17,0.73,14,17,0.5099999999999998
PatMen,"fade, kayo, viper",263,257,123,124.0,0.32,0.68,24,32,-0.96
something,jett,60,63,17,120.0,0.19,0.66,16,16,0.44999999999999973
something,sova,39,37,12,112.0,0.18,0.59,1,5,1.3900000000000001
something,yoru,153,145,45,133.0,0.22,0.74,35,31,-0.81
something,"gekko, jett, sova, yoru",265,265,78,124.0,0.2,0.68,54,58,-3.6800000000000006
d4v41,killjoy,51,45,7,134.0,0.1,0.73,1,6,1.5699999999999998
d4v41,sage,48,36,17,115.0,0.26,0.73,1,3,1.8399999999999996
d4v41,viper,75,82,23,130.0,0.21,0.67,5,9,1.2800000000000002
d4v41,vyse,103,84,41,140.0,0.29,0.74,14,8,1.6299999999999997
d4v41,"killjoy, sage, viper, vyse",277,247,88,132.0,0.23,0.72,21,26,-0.33000000000000007
Jinggg,omen,67,63,33,142.0,0.36,0.74,9,11,1.42
Jinggg,raze,236,201,67,155.0,0.23,0.8,45,39,-1.3200000000000003
Jinggg,"omen, raze",303,264,100,152.0,0.26,0.78,54,50,-2.44
Spring,omen,80,70,47,151.0,0.46,0.78,10,9,1.85
Spring,viper,191,156,58,164.0,0.26,0.86,32,22,0.5599999999999996
Spring,"astra, omen, viper",295,240,111,160.0,0.32,0.85,47,31,-0.33000000000000007
Yuicaw,cypher,107,122,37,116.0,0.21,0.61,16,15,0.48
Yuicaw,gekko,15,29,13,82.0,0.34,0.39,3,8,0.7499999999999998
Yuicaw,killjoy,67,59,13,133.0,0.14,0.73,9,4,1.8000000000000003
Yuicaw,"chamber, cypher, gekko, killjoy, raze",218,244,68,117.0,0.19,0.62,33,34,-1.4200000000000004
Lysoar,deadlock,49,60,20,104.0,0.25,0.6,7,7,1.19
Lysoar,killjoy,31,27,6,155.0,0.16,0.82,1,2,2.33
Lysoar,omen,108,126,72,109.0,0.39,0.58,15,11,0.96
Lysoar,"cypher, deadlock, killjoy, omen, vyse",211,241,115,112.0,0.33,0.6,28,22,-0.15000000000000036
SiuFatBB,fade,101,129,57,91.0,0.27,0.49,6,9,0.7699999999999999
SiuFatBB,sova,89,88,31,112.0,0.22,0.63,6,7,1.27
SiuFatBB,"fade, sova",190,217,88,100.0,0.25,0.54,12,16,0.18999999999999995
Juicy,jett,33,30,5,150.0,0.13,0.87,11,7,1.7999999999999998
