no,username,region,Weapon,kills,headshot(%)
3643,GigaChad Xiesta#eProd,kr, Vandal ,"4,811",31.90%
3644,GigaChad Xiesta#eProd,kr, Spectre ,907,19.80%
3645,GPL C10udy#NEW,kr, Vandal ,"3,888",32.40%
3646,GPL C10udy#NEW,kr, Phantom ,720,30.80%
3647,GPL C10udy#NEW,kr, Ghost ,448,36.70%
3648,GigaChad Delas#0130,kr, Vandal ,"1,362",43.90%
3649,GigaChad Delas#0130,kr, Phantom ,351,38.40%
3650,GigaChad Delas#0130,kr, Sheriff ,193,53.80%
3651,Bn2#111,kr, Vandal ,"16,976",47.10%
3652,Bn2#111,kr, Phantom ,"9,030",40.10%
3653,Bn2#111,kr, Operator ,"3,112",7.60%
3654,바나나캣#Haze,kr, Vandal ,"11,443",32.40%
3655,바나나캣#Haze,kr, Phantom ,"5,525",28.00%
3656,바나나캣#Haze,kr, Operator ,"3,629",8.20%
3657,easyan#0000,kr, Vandal ,"6,776",34.30%
3658,easyan#0000,kr, Phantom ,"3,091",31.70%
3659,easyan#0000,kr, Sheriff ,"1,088",51.00%
3660,youtube bori#2009,kr, Vandal ,"15,079",42.40%
3661,youtube bori#2009,kr, Phantom ,"7,514",35.90%
3662,youtube bori#2009,kr, Ghost ,"2,946",41.40%
3663,DakTtaeGari#8865,kr, Vandal ,"2,728",40.70%
3664,DakTtaeGari#8865,kr, Phantom ,702,36.50%
3665,DakTtaeGari#8865,kr, Sheriff ,452,47.10%
3666,냥뇽녕냥누나너무이뻐요#ひ な,kr, Vandal ,"5,332",36.50%
3667,냥뇽녕냥누나너무이뻐요#ひ な,kr, Phantom ,"2,676",32.20%
3668,냥뇽녕냥누나너무이뻐요#ひ な,kr, Judge ,"1,064",13.80%
3669,길로틴초크#KR1,kr, Vandal ,"7,258",31.20%
3670,길로틴초크#KR1,kr, Phantom ,"5,142",29.20%
3671,길로틴초크#KR1,kr, Operator ,"4,235",9.00%
3672,裏切り#배 신,kr, Vandal ,"3,781",39.20%
3673,裏切り#배 신,kr, Phantom ,"2,492",37.60%
3674,裏切り#배 신,kr, Sheriff ,624,48.50%
3675,Neddus#1532,kr, Vandal ,"24,203",29.10%
3676,Neddus#1532,kr, Phantom ,"11,192",25.50%
3677,Neddus#1532,kr, Operator ,"4,474",5.80%
3678,SMC H3PPY#SMCWN,kr, Vandal ,"5,241",33.30%
3679,SMC H3PPY#SMCWN,kr, Phantom ,764,30.70%
3680,SMC H3PPY#SMCWN,kr, Sheriff ,574,51.50%
3681,Triple HAN#NTBRO,kr, Vandal ,"12,662",26.90%
3682,Triple HAN#NTBRO,kr, Phantom ,"8,453",25.30%
3683,Triple HAN#NTBRO,kr, Ghost ,"2,078",29.60%
3684,Throwing Machine#BOT,kr, Vandal ,"14,197",41.10%
3685,Throwing Machine#BOT,kr, Phantom ,"6,475",33.30%
3686,Throwing Machine#BOT,kr, Operator ,"4,617",8.40%
3687,SOY#GOSU,kr, Vandal ,"6,931",35.90%
3688,SOY#GOSU,kr, Operator ,"1,699",7.10%
3689,SOY#GOSU,kr, Phantom ,"1,086",32.80%
3690,Despot#owen,kr, Vandal ,"5,433",41.40%
3691,Despot#owen,kr, Phantom ,"2,539",35.70%
3692,Despot#owen,kr, Ghost ,854,46.50%
3693,NRG crashies#연습용계정,kr, Vandal ,"10,870",39.90%
3694,NRG crashies#연습용계정,kr, Phantom ,"6,448",35.00%
3695,NRG crashies#연습용계정,kr, Ghost ,"1,913",48.00%
3696,Satan#ZzZz,kr, Vandal ,"4,064",47.30%
3697,Satan#ZzZz,kr, Phantom ,"2,409",39.90%
3698,Satan#ZzZz,kr, Ghost ,874,46.20%
3699,IV SeHA#Coach,kr, Vandal ,"2,081",34.90%
3700,IV SeHA#Coach,kr, Phantom ,"1,425",34.50%
3701,IV SeHA#Coach,kr, Operator ,809,8.70%
3702,HeaVen#극 락,kr, Vandal ,"10,473",43.40%
3703,HeaVen#극 락,kr, Phantom ,"4,996",39.40%
3704,HeaVen#극 락,kr, Ghost ,"1,552",44.70%
3705,Choky#1118,kr, Vandal ,"2,123",35.80%
3706,Choky#1118,kr, Phantom ,270,32.10%
3707,Choky#1118,kr, Ghost ,246,40.40%
3708,어쩔TV#1111,kr, Vandal ,"3,827",27.90%
3709,어쩔TV#1111,kr, Phantom ,"3,285",24.30%
3710,어쩔TV#1111,kr, Ghost ,845,31.60%
3711,Deicide#00001,kr, Vandal ,"3,977",44.50%
3712,Deicide#00001,kr, Phantom ,"2,587",37.40%
3713,Deicide#00001,kr, Ghost ,660,43.40%
3714,gehennalet#노정열,kr, Vandal ,"17,848",30.60%
3715,gehennalet#노정열,kr, Phantom ,"15,377",30.50%
3716,gehennalet#노정열,kr, Spectre ,"4,910",25.60%
3717,LH Dubu#LHWIN,kr, Vandal ,"11,421",36.50%
3718,LH Dubu#LHWIN,kr, Phantom ,"6,649",34.70%
3719,LH Dubu#LHWIN,kr, Ghost ,"1,990",40.00%
3720,Betty#1001,kr, Vandal ,"4,157",38.10%
3721,Betty#1001,kr, Phantom ,"1,978",34.60%
3722,Betty#1001,kr, Sheriff ,730,51.20%
3723,SYC Ravi#WNSYC,kr, Vandal ,"3,316",38.70%
3724,SYC Ravi#WNSYC,kr, Phantom ,"2,293",36.60%
3725,SYC Ravi#WNSYC,kr, Ghost ,633,39.30%
3726,中国人#GGA,kr, Bulldog ,"2,146",30.50%
3727,中国人#GGA,kr, Vandal ,"1,970",40.90%
3728,中国人#GGA,kr, Phantom ,535,35.40%
3729,InnoVator#0305,kr, Vandal ,"4,338",36.50%
3730,InnoVator#0305,kr, Phantom ,"2,323",33.90%
3731,InnoVator#0305,kr, Ghost ,788,43.40%
3732,인내의 선 박세혁#분노의 죄,kr, Vandal ,"7,207",49.80%
3733,인내의 선 박세혁#분노의 죄,kr, Phantom ,"2,574",45.40%
3734,인내의 선 박세혁#분노의 죄,kr, Sheriff ,"1,228",53.00%
3735,게임코치아카데미#클레버리,kr, Vandal ,"4,776",38.30%
3736,게임코치아카데미#클레버리,kr, Phantom ,"3,202",37.20%
3737,게임코치아카데미#클레버리,kr, Operator ,"1,848",5.80%
3738,스택스알비마코제스트그리고이감자#유툽트위치,kr, Vandal ,"8,785",28.10%
3739,스택스알비마코제스트그리고이감자#유툽트위치,kr, Phantom ,"1,844",25.20%
3740,스택스알비마코제스트그리고이감자#유툽트위치,kr, Sheriff ,"1,338",49.40%
3741,Kariv#TOXIC,kr, Vandal ,"13,229",34.40%
3742,Kariv#TOXIC,kr, Phantom ,"6,082",31.40%
3743,Kariv#TOXIC,kr, Spectre ,"3,060",24.70%
3744,아메리칸펭귄864호#864,kr, Vandal ,"5,394",38.10%
3745,아메리칸펭귄864호#864,kr, Phantom ,"1,831",33.70%
3746,아메리칸펭귄864호#864,kr, Ghost ,659,36.20%
3747,ArXer#glhf,kr, Vandal ,"8,273",27.00%
3748,ArXer#glhf,kr, Phantom ,"4,087",25.80%
3749,ArXer#glhf,kr, Ghost ,"1,356",26.70%
3750,장이콩알#KR1,kr, Vandal ,"11,229",35.30%
3751,장이콩알#KR1,kr, Phantom ,"3,519",31.60%
3752,장이콩알#KR1,kr, Judge ,"1,809",13.00%
3753,미오깅#깅깅깅,kr, Vandal ,"4,899",43.50%
3754,미오깅#깅깅깅,kr, Phantom ,"2,379",37.40%
3755,미오깅#깅깅깅,kr, Ghost ,811,48.80%
3756,응우옌#6180,kr, Vandal ,"15,579",29.00%
3757,응우옌#6180,kr, Phantom ,"7,024",26.10%
3758,응우옌#6180,kr, Spectre ,"2,895",18.90%
3759,starvinXD#eProd,kr, Vandal ,"2,569",49.30%
3760,starvinXD#eProd,kr, Phantom ,994,45.80%
3761,starvinXD#eProd,kr, Operator ,384,5.40%
3762,헤드샷률50프로의사나이이도영#heug도,kr, Vandal ,"8,723",39.50%
3763,헤드샷률50프로의사나이이도영#heug도,kr, Phantom ,"3,020",36.70%
3764,헤드샷률50프로의사나이이도영#heug도,kr, Ghost ,"1,362",48.10%
3765,GenG YaHOツ#GGA,kr, Vandal ,"20,897",38.10%
3766,GenG YaHOツ#GGA,kr, Phantom ,"7,124",33.40%
3767,GenG YaHOツ#GGA,kr, Ghost ,"3,582",42.60%
3768,미에로 화이바#Den2,kr, Vandal ,"5,850",34.80%
3769,미에로 화이바#Den2,kr, Phantom ,"5,245",31.70%
3770,미에로 화이바#Den2,kr, Ghost ,"1,578",38.00%
3771,김민혁의#한계를찾아,kr, Vandal ,"11,765",34.00%
3772,김민혁의#한계를찾아,kr, Phantom ,"9,204",30.20%
3773,김민혁의#한계를찾아,kr, Operator ,"2,297",10.30%
3774,PRX something#aimer,kr, Vandal ,"6,812",28.30%
3775,PRX something#aimer,kr, Phantom ,"4,680",24.80%
3776,PRX something#aimer,kr, Spectre ,"1,103",18.10%
3777,태 뚱#9634,kr, Vandal ,"5,181",34.90%
3778,태 뚱#9634,kr, Phantom ,"2,923",31.40%
3779,태 뚱#9634,kr, Ghost ,833,39.20%
3780,산책가고싶다#산책가고싶,kr, Vandal ,"3,318",42.30%
3781,산책가고싶다#산책가고싶,kr, Phantom ,"2,345",38.90%
3782,산책가고싶다#산책가고싶,kr, Ghost ,693,51.90%
3783,FPX suygetsu#NAVI,kr, Vandal ,"7,140",30.40%
3784,FPX suygetsu#NAVI,kr, Phantom ,"1,992",24.40%
3785,FPX suygetsu#NAVI,kr, Odin ,"1,112",13.50%
3786,OC Aurora#통제불능,kr, Vandal ,"5,849",40.30%
3787,OC Aurora#통제불능,kr, Phantom ,"3,107",35.50%
3788,OC Aurora#통제불능,kr, Ghost ,992,43.00%
3789,불독충#1803,kr, Bulldog ,"9,905",33.50%
3790,불독충#1803,kr, Vandal ,"3,213",30.00%
3791,불독충#1803,kr, Phantom ,"1,200",29.40%
3792,Yapbbi#ONS,kr, Vandal ,"2,178",32.90%
3793,Yapbbi#ONS,kr, Phantom ,754,31.20%
3794,Yapbbi#ONS,kr, Ghost ,355,35.00%
3795,아따맘마#oxez,kr, Vandal ,"6,553",34.30%
3796,아따맘마#oxez,kr, Phantom ,"2,710",29.90%
3797,아따맘마#oxez,kr, Ghost ,"1,134",37.60%
3798,FaZe draxler#FaZe,kr, Vandal ,"6,088",39.00%
3799,FaZe draxler#FaZe,kr, Phantom ,"2,590",36.10%
3800,FaZe draxler#FaZe,kr, Ghost ,"1,037",41.40%
3801,Here and Now#1111,kr, Vandal ,"7,993",23.90%
3802,Here and Now#1111,kr, Phantom ,"6,010",22.80%
3803,Here and Now#1111,kr, Spectre ,"1,488",17.20%
3804,youtube Vexera#2008,kr, Vandal ,"7,977",43.10%
3805,youtube Vexera#2008,kr, Phantom ,"2,831",35.30%
3806,youtube Vexera#2008,kr, Ghost ,"1,127",45.90%
3807,GGA Ganny#1111,kr, Vandal ,"9,160",33.60%
3808,GGA Ganny#1111,kr, Phantom ,"5,441",29.20%
3809,GGA Ganny#1111,kr, Judge ,"1,807",11.70%
3810,LALANG#김우주,kr, Vandal ,"11,881",40.10%
3811,LALANG#김우주,kr, Phantom ,"3,814",37.00%
3812,LALANG#김우주,kr, Sheriff ,"1,987",50.00%
3813,손육천#1111,kr, Vandal ,"16,507",33.20%
3814,손육천#1111,kr, Phantom ,"5,783",32.70%
3815,손육천#1111,kr, Ghost ,"2,432",41.00%
3816,다음은 누구냐#LSY,kr, Vandal ,"9,849",34.20%
3817,다음은 누구냐#LSY,kr, Phantom ,"3,860",29.50%
3818,다음은 누구냐#LSY,kr, Sheriff ,"1,916",47.50%
3819,Wook#Zydna,kr, Vandal ,"12,754",37.70%
3820,Wook#Zydna,kr, Phantom ,"5,030",34.00%
3821,Wook#Zydna,kr, Ghost ,"1,873",41.40%
3822,MeR#qqq,kr, Vandal ,"10,502",38.70%
3823,MeR#qqq,kr, Phantom ,"4,674",35.50%
3824,MeR#qqq,kr, Ghost ,"1,947",42.30%
3825,C1 Tool#냥냥냥,kr, Vandal ,"5,321",27.70%
3826,C1 Tool#냥냥냥,kr, Phantom ,"1,677",24.40%
3827,C1 Tool#냥냥냥,kr, Judge ,958,11.70%
3828,ZenoCide#zeno,kr, Vandal ,"8,369",29.50%
3829,ZenoCide#zeno,kr, Phantom ,"4,584",28.20%
3830,ZenoCide#zeno,kr, Ghost ,"1,542",32.80%
3831,ZERO#제로제로,kr, Vandal ,"10,296",41.40%
3832,ZERO#제로제로,kr, Phantom ,"2,948",36.20%
3833,ZERO#제로제로,kr, Sheriff ,"1,599",49.70%
3834,UC ZZAN#이지완,kr, Vandal ,"12,141",46.60%
3835,UC ZZAN#이지완,kr, Phantom ,"1,790",41.80%
3836,UC ZZAN#이지완,kr, Sheriff ,"1,529",61.20%
3837,은 빈#1101,kr, Vandal ,"1,929",34.00%
3838,은 빈#1101,kr, Phantom ,642,31.00%
3839,은 빈#1101,kr, Ghost ,298,41.90%
3840,HANNYA#Red,kr, Vandal ,"12,909",27.90%
3841,HANNYA#Red,kr, Phantom ,"4,128",24.30%
3842,HANNYA#Red,kr, Operator ,"2,143",8.60%
3843,PRX Something#DOT2,kr, Vandal ,"4,251",38.10%
3844,PRX Something#DOT2,kr, Phantom ,"1,908",30.90%
3845,PRX Something#DOT2,kr, Ghost ,776,39.90%
3846,Bast ToNe#LOL,kr, Vandal ,"4,100",33.80%
3847,Bast ToNe#LOL,kr, Phantom ,"1,698",30.10%
3848,Bast ToNe#LOL,kr, Ghost ,822,34.90%
3849,Torso#1111,kr, Vandal ,"11,037",38.40%
3850,Torso#1111,kr, Phantom ,"5,753",33.30%
3851,Torso#1111,kr, Operator ,"2,439",9.00%
3852,NRE Biscxit#NRE,kr, Vandal ,"3,356",44.00%
3853,NRE Biscxit#NRE,kr, Phantom ,"1,694",37.90%
3854,NRE Biscxit#NRE,kr, Sheriff ,554,57.00%
3855,배재고등학교3학년12반 유시민#담임이승수,kr, Vandal ,"10,077",34.20%
3856,배재고등학교3학년12반 유시민#담임이승수,kr, Phantom ,"3,776",30.90%
3857,배재고등학교3학년12반 유시민#담임이승수,kr, Operator ,"2,148",7.30%
3858,우 진#LFT,kr, Vandal ,"7,724",45.60%
3859,우 진#LFT,kr, Phantom ,"1,569",39.10%
3860,우 진#LFT,kr, Ghost ,"1,208",42.90%
3861,마동석#너 T야,kr, Vandal ,"2,398",31.30%
3862,마동석#너 T야,kr, Phantom ,638,29.30%
3863,마동석#너 T야,kr, Ghost ,282,38.20%
3864,GBJ RDT#kekw,kr, Vandal ,"4,220",38.00%
3865,GBJ RDT#kekw,kr, Phantom ,"2,497",34.50%
3866,GBJ RDT#kekw,kr, Spectre ,719,25.50%
3867,SMC Fish#SMCWN,kr, Vandal ,"1,848",35.00%
3868,SMC Fish#SMCWN,kr, Phantom ,"1,620",36.80%
3869,SMC Fish#SMCWN,kr, Ghost ,437,35.90%
3870,김 민 성#Bless,kr, Vandal ,"9,369",41.50%
3871,김 민 성#Bless,kr, Phantom ,"6,542",38.10%
3872,김 민 성#Bless,kr, Ghost ,"1,425",40.20%
3873,Low sens is OP#블 바,kr, Vandal ,"18,271",42.50%
3874,Low sens is OP#블 바,kr, Phantom ,"7,987",37.30%
3875,Low sens is OP#블 바,kr, Ghost ,"3,024",47.70%
3876,마구마구찌르는사람인데요#찌르기,kr, Vandal ,"7,081",33.10%
3877,마구마구찌르는사람인데요#찌르기,kr, Phantom ,"4,756",30.10%
3878,마구마구찌르는사람인데요#찌르기,kr, Spectre ,"1,243",21.40%
3879,Anna#細菌マン,kr, Vandal ,"17,012",43.30%
3880,Anna#細菌マン,kr, Phantom ,"3,958",39.10%
3881,Anna#細菌マン,kr, Ghost ,"2,753",40.30%
3882,yoiyoiyoiyoiyoi#요이요이,kr, Vandal ,"3,449",31.90%
3883,yoiyoiyoiyoiyoi#요이요이,kr, Phantom ,"2,359",30.30%
3884,yoiyoiyoiyoiyoi#요이요이,kr, Spectre ,663,22.00%
3885,GenG H3il#GGA,kr, Vandal ,"8,164",30.10%
3886,GenG H3il#GGA,kr, Phantom ,"6,013",24.00%
3887,GenG H3il#GGA,kr, Ghost ,"1,395",33.40%
3888,Hinggu#1111,kr, Phantom ,"5,537",33.60%
3889,Hinggu#1111,kr, Vandal ,"2,238",37.40%
3890,Hinggu#1111,kr, Ghost ,"1,039",39.90%
3891,UQ Takan#UQWIN,kr, Vandal ,"5,867",36.90%
3892,UQ Takan#UQWIN,kr, Phantom ,"3,754",33.10%
3893,UQ Takan#UQWIN,kr, Spectre ,"1,282",23.70%
3894,EscO#9677,kr, Phantom ,"12,717",28.60%
3895,EscO#9677,kr, Vandal ,"7,112",29.50%
3896,EscO#9677,kr, Operator ,"4,248",12.60%
3897,강다현#따까리,kr, Vandal ,"4,029",37.70%
3898,강다현#따까리,kr, Phantom ,"2,158",34.30%
3899,강다현#따까리,kr, Ghost ,820,38.30%
3900,plav#1111,kr, Vandal ,"3,179",39.90%
3901,plav#1111,kr, Phantom ,"1,889",36.80%
3902,plav#1111,kr, Ghost ,523,39.60%
3903,이기고 싶어요#이기고싶음,kr, Vandal ,"4,087",37.20%
3904,이기고 싶어요#이기고싶음,kr, Phantom ,"1,832",34.60%
3905,이기고 싶어요#이기고싶음,kr, Operator ,869,11.50%
3906,앝플유튜브홍보대사#구독좋아요,kr, Vandal ,"13,287",35.10%
3907,앝플유튜브홍보대사#구독좋아요,kr, Phantom ,"9,357",31.00%
3908,앝플유튜브홍보대사#구독좋아요,kr, Spectre ,"2,699",21.60%
3909,불독충#8314,kr, Bulldog ,"2,955",33.70%
3910,불독충#8314,kr, Stinger ,"1,853",23.20%
3911,불독충#8314,kr, Vandal ,638,32.50%
3912,이치카치카#이치카,kr, Vandal ,"2,637",32.40%
3913,이치카치카#이치카,kr, Phantom ,"2,473",28.30%
3914,이치카치카#이치카,kr, Spectre ,626,24.80%
3915,aimyong#아이묭,kr, Vandal ,"8,549",47.10%
3916,aimyong#아이묭,kr, Phantom ,"1,657",41.70%
3917,aimyong#아이묭,kr, Ghost ,"1,188",57.60%
3918,스코프#LFT,kr, Vandal ,"3,260",41.10%
3919,스코프#LFT,kr, Phantom ,"2,631",35.60%
3920,스코프#LFT,kr, Sheriff ,664,52.70%
3921,LFT Ex#ldm99,kr, Vandal ,"5,760",36.90%
3922,LFT Ex#ldm99,kr, Operator ,"2,802",7.50%
3923,LFT Ex#ldm99,kr, Phantom ,"1,805",32.00%
3924,올뮤트#솔로겜,kr, Vandal ,"2,885",33.60%
3925,올뮤트#솔로겜,kr, Phantom ,"2,478",31.60%
3926,올뮤트#솔로겜,kr, Ghost ,572,47.20%
3927,SangHyuk#4ever,kr, Vandal ,"8,021",38.90%
3928,SangHyuk#4ever,kr, Phantom ,"5,440",35.00%
3929,SangHyuk#4ever,kr, Ghost ,"1,354",41.00%
3930,Я счастлив#0000,kr, Vandal ,"3,253",43.00%
3931,Я счастлив#0000,kr, Phantom ,"1,680",38.70%
3932,Я счастлив#0000,kr, Sheriff ,590,50.60%
3933,ReXy video#aimer,kr, Vandal ,"14,335",34.30%
3934,ReXy video#aimer,kr, Phantom ,"4,700",27.70%
3935,ReXy video#aimer,kr, Ghost ,"2,315",35.00%
3936,Ver0nicA#1111,kr, Vandal ,"7,647",35.20%
3937,Ver0nicA#1111,kr, Phantom ,"4,359",31.70%
3938,Ver0nicA#1111,kr, Sheriff ,"1,188",42.50%
3939,같이게임하실여성분친추해주세요#캐리가능함,kr, Vandal ,"1,571",49.00%
3940,같이게임하실여성분친추해주세요#캐리가능함,kr, Phantom ,705,42.40%
3941,같이게임하실여성분친추해주세요#캐리가능함,kr, Sheriff ,255,61.90%
3942,엘리자사생팬#현 생,kr, Vandal ,"9,097",35.40%
3943,엘리자사생팬#현 생,kr, Phantom ,"4,688",31.50%
3944,엘리자사생팬#현 생,kr, Ghost ,"1,188",38.50%
3945,탱 탱#1111,kr, Vandal ,"1,430",38.80%
3946,탱 탱#1111,kr, Ghost ,274,46.60%
3947,탱 탱#1111,kr, Phantom ,220,35.20%
3948,Jungspas#0120,kr, Vandal ,"2,328",45.60%
3949,Jungspas#0120,kr, Phantom ,643,39.50%
3950,Jungspas#0120,kr, Ghost ,364,48.10%
3951,Rayツ#11111,kr, Vandal ,"5,526",34.90%
3952,Rayツ#11111,kr, Phantom ,"2,489",31.90%
3953,Rayツ#11111,kr, Operator ,"1,004",10.50%
3954,뽀송한 식빵#뽀식이,kr, Vandal ,"15,764",31.00%
3955,뽀송한 식빵#뽀식이,kr, Phantom ,"4,713",25.90%
3956,뽀송한 식빵#뽀식이,kr, Ghost ,"2,629",30.30%
3957,SeoLLeim#1111,kr, Phantom ,"1,280",31.00%
3958,SeoLLeim#1111,kr, Vandal ,"1,000",31.30%
3959,SeoLLeim#1111,kr, Judge ,389,13.20%
3960,DRX MaKo#0821,kr, Vandal ,"3,791",46.10%
3961,DRX MaKo#0821,kr, Phantom ,"2,128",41.20%
3962,DRX MaKo#0821,kr, Sheriff ,592,62.00%
3963,LFT Awayz#02,kr, Vandal ,"3,558",45.70%
3964,LFT Awayz#02,kr, Phantom ,"1,408",43.10%
3965,LFT Awayz#02,kr, Sheriff ,924,52.60%
3966,야 샤#1111,kr, Vandal ,"5,705",27.50%
3967,야 샤#1111,kr, Judge ,"4,984",10.40%
3968,야 샤#1111,kr, Phantom ,"4,025",25.50%
3969,Haex#1111,kr, Vandal ,"8,026",42.30%
3970,Haex#1111,kr, Phantom ,"1,611",33.00%
3971,Haex#1111,kr, Ghost ,"1,145",44.30%
3972,Crapperシ#Drama,kr, Vandal ,"6,642",35.70%
3973,Crapperシ#Drama,kr, Phantom ,"3,358",31.10%
3974,Crapperシ#Drama,kr, Sheriff ,"1,033",43.00%
3975,오늘도 빛나는 너에게#1103,kr, Vandal ,"4,176",25.70%
3976,오늘도 빛나는 너에게#1103,kr, Phantom ,867,22.10%
3977,오늘도 빛나는 너에게#1103,kr, Ghost ,587,27.30%
3978,Malibu#11111,kr, Vandal ,"4,274",34.70%
3979,Malibu#11111,kr, Phantom ,"2,421",29.70%
3980,Malibu#11111,kr, Ghost ,847,35.40%
3981,지영팁이#2,kr, Vandal ,"6,544",36.20%
3982,지영팁이#2,kr, Phantom ,"3,134",33.60%
3983,지영팁이#2,kr, Sheriff ,885,55.00%
3984,YaシEシMiKo愛#LOVEU,kr, Vandal ,"1,269",48.80%
3985,YaシEシMiKo愛#LOVEU,kr, Phantom ,547,46.30%
3986,YaシEシMiKo愛#LOVEU,kr, Ghost ,255,48.30%
3987,케인짱짱맨#KR1,kr, Vandal ,"2,606",32.10%
3988,케인짱짱맨#KR1,kr, Phantom ,"1,273",28.70%
3989,케인짱짱맨#KR1,kr, Ghost ,370,33.20%
3990,метафора#1930,kr, Vandal ,"5,693",40.10%
3991,метафора#1930,kr, Phantom ,"2,640",35.40%
3992,метафора#1930,kr, Ghost ,976,46.20%
3993,태 양#2780,kr, Vandal ,"7,677",36.90%
3994,태 양#2780,kr, Phantom ,"3,671",32.10%
3995,태 양#2780,kr, Ghost ,"1,640",39.80%
3996,Toxic Player#에펠따까리,kr, Vandal ,"3,724",36.70%
3997,Toxic Player#에펠따까리,kr, Judge ,955,10.80%
3998,Toxic Player#에펠따까리,kr, Phantom ,765,31.80%
3999,의미없는 선행에는 의문을가질것#doubt,kr, Vandal ,"1,827",35.90%
4000,의미없는 선행에는 의문을가질것#doubt,kr, Phantom ,740,36.40%
4001,의미없는 선행에는 의문을가질것#doubt,kr, Ghost ,280,37.50%
4002,BOT#4219,kr, Vandal ,"1,456",35.20%
4003,BOT#4219,kr, Phantom ,200,28.60%
4004,BOT#4219,kr, Ghost ,178,41.70%
4005,잼민석#저쩌라고,kr, Vandal ,"11,443",27.50%
4006,잼민석#저쩌라고,kr, Phantom ,"5,239",23.80%
4007,잼민석#저쩌라고,kr, Ghost ,"1,909",36.30%
4008,체임버비빔밥#2호점,kr, Vandal ,"15,718",33.90%
4009,체임버비빔밥#2호점,kr, Phantom ,"7,791",32.00%
4010,체임버비빔밥#2호점,kr, Spectre ,"1,859",22.80%
4011,H4ppy4U#hog,kr, Vandal ,"4,855",30.70%
4012,H4ppy4U#hog,kr, Phantom ,"2,680",25.00%
4013,H4ppy4U#hog,kr, Ghost ,840,33.50%
4014,류쟁이는감정쓰레기통#제리꺼,kr, Vandal ,"10,097",37.10%
4015,류쟁이는감정쓰레기통#제리꺼,kr, Phantom ,"6,923",33.80%
4016,류쟁이는감정쓰레기통#제리꺼,kr, Ghost ,"1,670",37.20%
4017,니가뭘알아#난알아,kr, Vandal ,"15,098",37.80%
4018,니가뭘알아#난알아,kr, Phantom ,"7,801",34.50%
4019,니가뭘알아#난알아,kr, Ghost ,"2,364",48.10%
4020,강해린 귀엽다#Nwjns,kr, Vandal ,"13,421",35.50%
4021,강해린 귀엽다#Nwjns,kr, Phantom ,"4,525",31.70%
4022,강해린 귀엽다#Nwjns,kr, Operator ,"1,827",7.20%
4023,MSG kane#맛소금,kr, Vandal ,"7,244",39.10%
4024,MSG kane#맛소금,kr, Operator ,"2,853",9.80%
4025,MSG kane#맛소금,kr, Phantom ,"2,537",35.00%
4026,яяяяяяя#1111,kr, Vandal ,"1,547",44.50%
4027,яяяяяяя#1111,kr, Phantom ,536,39.80%
4028,яяяяяяя#1111,kr, Operator ,301,9.90%
4029,EG DEMON1#112,kr, Vandal ,"1,353",53.60%
4030,EG DEMON1#112,kr, Phantom ,"1,049",45.60%
4031,EG DEMON1#112,kr, Sheriff ,277,56.80%
4032,Foxy#KOR,kr, Vandal ,"2,502",20.60%
4033,Foxy#KOR,kr, Phantom ,"1,010",20.80%
4034,Foxy#KOR,kr, Sheriff ,296,39.70%
4035,spectra#SUMT,kr, Vandal ,"3,732",22.20%
4036,spectra#SUMT,kr, Phantom ,"2,714",20.20%
4037,spectra#SUMT,kr, Operator ,"1,371",6.30%
4038,sh0ot1nglik3przc#1111,kr, Vandal ,"2,034",40.20%
4039,sh0ot1nglik3przc#1111,kr, Phantom ,675,32.90%
4040,sh0ot1nglik3przc#1111,kr, Ghost ,245,41.00%
4041,CNE munsoo#CNEWN,kr, Vandal ,"11,012",37.60%
4042,CNE munsoo#CNEWN,kr, Judge ,"3,768",10.00%
4043,CNE munsoo#CNEWN,kr, Phantom ,"2,008",33.20%
4044,해적왕 해달#KR1,kr, Phantom ,"4,962",25.50%
4045,해적왕 해달#KR1,kr, Vandal ,"4,540",27.00%
4046,해적왕 해달#KR1,kr, Operator ,"1,142",9.00%
4047,TopaZ#7522,kr, Vandal ,"5,392",47.40%
4048,TopaZ#7522,kr, Phantom ,998,44.10%
4049,TopaZ#7522,kr, Ghost ,670,48.30%
4050,Betelgeu3e#Yuuri,kr, Vandal ,"2,831",35.40%
4051,Betelgeu3e#Yuuri,kr, Phantom ,"1,439",33.10%
4052,Betelgeu3e#Yuuri,kr, Ghost ,451,33.90%
4053,Pch#01,kr, Vandal ,"4,056",42.60%
4054,Pch#01,kr, Phantom ,"2,642",37.90%
4055,Pch#01,kr, Ghost ,743,47.00%
4056,사각형입니다#1111,kr, Vandal ,"1,913",38.80%
4057,사각형입니다#1111,kr, Phantom ,"1,080",37.00%
4058,사각형입니다#1111,kr, Ghost ,271,43.20%
4059,Haru#5621,kr, Phantom ,"6,360",35.10%
4060,Haru#5621,kr, Vandal ,"6,330",38.40%
4061,Haru#5621,kr, Operator ,"2,025",10.70%
4062,챌린저밥이네#KR1,kr, Vandal ,"3,006",29.40%
4063,챌린저밥이네#KR1,kr, Phantom ,"1,306",28.40%
4064,챌린저밥이네#KR1,kr, Sheriff ,591,45.00%
4065,JineeSimp#WAIFU,kr, Vandal ,"4,934",32.70%
4066,JineeSimp#WAIFU,kr, Phantom ,"4,662",28.90%
4067,JineeSimp#WAIFU,kr, Spectre ,867,21.60%
